Search Type, N, Target, Guesses
Linear Search: Size 134500 | Average Guesses = 79637.7 
Linear Search: Size 136000 | Average Guesses = 66497.6 
Linear Search: Size 136500 | Average Guesses = 78761.1 
Binary Search: Size 136500 | Average Guesses =  15.2
Linear Search: Size 137000 | Average Guesses = 69460.1 
Binary Search: Size 137000 | Average Guesses =  15.4
Linear Search: Size 137500 | Average Guesses = 71172.2 
Binary Search: Size 137500 | Average Guesses =  16
Linear Search: Size 138000 | Average Guesses = 79062.2 
Binary Search: Size 138000 | Average Guesses =  16.3
Linear Search: Size 138500 | Average Guesses = 59984.1 
Binary Search: Size 138500 | Average Guesses =  16.2
Linear Search: Size 139000 | Average Guesses = 73911.5 
Binary Search: Size 139000 | Average Guesses =  16.6
Linear Search: Size 139500 | Average Guesses = 78809.6 
Binary Search: Size 139500 | Average Guesses =  15.6
Binary Search: Size 136000 | Average Guesses =  16.3
Linear Search: Size 140000 | Average Guesses = 69937.9 
Linear Search: Size 140500 | Average Guesses = 90742.9 
Binary Search: Size 140500 | Average Guesses =  16.1
Linear Search: Size 141000 | Average Guesses = 51508.5 
Binary Search: Size 141000 | Average Guesses =  15.8
Binary Search: Size 141500 | Average Guesses =  16.3
Linear Search: Size 141500 | Average Guesses = 52496.9 
Binary Search: Size 142000 | Average Guesses =  16
Linear Search: Size 133500 | Average Guesses = 80201.4 
Binary Search: Size 142500 | Average Guesses =  15.9
Linear Search: Size 142500 | Average Guesses = 60046.5 
Linear Search: Size 143000 | Average Guesses = 48789 
Binary Search: Size 143000 | Average Guesses =  15.8
Linear Search: Size 143500 | Average Guesses = 56229 
Binary Search: Size 143500 | Average Guesses =  15.9
Linear Search: Size 144000 | Average Guesses = 44148.1 
Binary Search: Size 144000 | Average Guesses =  15.9
Binary Search: Size 144500 | Average Guesses =  16.6
Linear Search: Size 144500 | Average Guesses = 44159.1 
Linear Search: Size 145000 | Average Guesses = 52012.2 
Binary Search: Size 145000 | Average Guesses =  16.5
Linear Search: Size 145500 | Average Guesses = 53155.7 
Binary Search: Size 145500 | Average Guesses =  16
Linear Search: Size 146000 | Average Guesses = 65995 
Binary Search: Size 146000 | Average Guesses =  16.5
Linear Search: Size 146500 | Average Guesses = 59086.2 
Binary Search: Size 146500 | Average Guesses =  16.3
Binary Search: Size 140000 | Average Guesses =  16.1
Linear Search: Size 147000 | Average Guesses = 63629.9 
Binary Search: Size 147000 | Average Guesses =  16.4
Linear Search: Size 147500 | Average Guesses = 75978.6 
Binary Search: Size 147500 | Average Guesses =  16.4
Linear Search: Size 148000 | Average Guesses = 85305.7 
Binary Search: Size 148000 | Average Guesses =  15.5
Linear Search: Size 148500 | Average Guesses = 90399 
Binary Search: Size 148500 | Average Guesses =  15.6
Linear Search: Size 149000 | Average Guesses = 69522.3 
Binary Search: Size 149000 | Average Guesses =  16.6
Linear Search: Size 149500 | Average Guesses = 83802.5 
Binary Search: Size 149500 | Average Guesses =  15.8
Linear Search: Size 150000 | Average Guesses = 68571.4 
Linear Search: Size 150500 | Average Guesses = 46569.3 
Binary Search: Size 150500 | Average Guesses =  15.9
Linear Search: Size 151000 | Average Guesses = 43955.4 
Binary Search: Size 151000 | Average Guesses =  16.7
Linear Search: Size 142000 | Average Guesses = 64949.3 
Binary Search: Size 151500 | Average Guesses =  16.5
Binary Search: Size 152000 | Average Guesses =  16
Linear Search: Size 152000 | Average Guesses = 70693.7 
Binary Search: Size 152500 | Average Guesses =  17.1
Linear Search: Size 152500 | Average Guesses = 84459.9 
Binary Search: Size 153000 | Average Guesses =  15.9
Binary Search: Size 150000 | Average Guesses =  16.4
Binary Search: Size 153500 | Average Guesses =  16.2
Linear Search: Size 153500 | Average Guesses = 66784.9 
Linear Search: Size 135000 | Average Guesses = 59756.5 
Binary Search: Size 154000 | Average Guesses =  16.7
Linear Search: Size 154500 | Average Guesses = 67228.9 
Binary Search: Size 154500 | Average Guesses =  16.2
Binary Search: Size 155000 | Average Guesses =  16.8
Linear Search: Size 155000 | Average Guesses = 86675.7 
Linear Search: Size 155500 | Average Guesses = 87222.2 
Binary Search: Size 155500 | Average Guesses =  15.7
Linear Search: Size 156000 | Average Guesses = 81452.2 
Binary Search: Size 156000 | Average Guesses =  16.6
Binary Search: Size 156500 | Average Guesses =  17.1
Linear Search: Size 156500 | Average Guesses = 110144.3 
Linear Search: Size 157000 | Average Guesses = 69851 
Binary Search: Size 157000 | Average Guesses =  16.3
Linear Search: Size 157500 | Average Guesses = 79198.7 
Binary Search: Size 157500 | Average Guesses =  16.1
Linear Search: Size 158000 | Average Guesses = 76469 
Binary Search: Size 158000 | Average Guesses =  16.3
Linear Search: Size 158500 | Average Guesses = 88314.6 
Binary Search: Size 158500 | Average Guesses =  16.5
Linear Search: Size 159000 | Average Guesses = 85165.8 
Binary Search: Size 159000 | Average Guesses =  16.7
Linear Search: Size 159500 | Average Guesses = 70084.6 
Binary Search: Size 159500 | Average Guesses =  16.4
Linear Search: Size 153000 | Average Guesses = 76956.4 
Binary Search: Size 160000 | Average Guesses =  16.8
Linear Search: Size 160500 | Average Guesses = 89904.2 
Binary Search: Size 160500 | Average Guesses =  16.4
Linear Search: Size 161000 | Average Guesses = 110386.2 
Binary Search: Size 161000 | Average Guesses =  16.3
Linear Search: Size 161500 | Average Guesses = 83342.9 
Binary Search: Size 161500 | Average Guesses =  16
Linear Search: Size 162000 | Average Guesses = 59549.8 
Binary Search: Size 162000 | Average Guesses =  16.6
Linear Search: Size 162500 | Average Guesses = 56607.4 
Binary Search: Size 162500 | Average Guesses =  16.4
Binary Search: Size 163000 | Average Guesses =  15.9
Linear Search: Size 163000 | Average Guesses = 49778.4 
Linear Search: Size 163500 | Average Guesses = 66171.2 
Binary Search: Size 163500 | Average Guesses =  16.6
Linear Search: Size 164000 | Average Guesses = 69018.8 
Binary Search: Size 164000 | Average Guesses =  16.1
Linear Search: Size 164500 | Average Guesses = 112343.5 
Binary Search: Size 164500 | Average Guesses =  17.3
Binary Search: Size 165000 | Average Guesses =  16.5
Linear Search: Size 165000 | Average Guesses = 84995.2 
Linear Search: Size 165500 | Average Guesses = 87048.7 
Binary Search: Size 165500 | Average Guesses =  17
Binary Search: Size 166000 | Average Guesses =  16.3
Linear Search: Size 166000 | Average Guesses = 91013.6 
Binary Search: Size 166500 | Average Guesses =  16.1
Linear Search: Size 166500 | Average Guesses = 64766 
Linear Search: Size 167000 | Average Guesses = 131389.6 
Binary Search: Size 167000 | Average Guesses =  17
Linear Search: Size 167500 | Average Guesses = 106538.8 
Binary Search: Size 167500 | Average Guesses =  16
Linear Search: Size 168000 | Average Guesses = 78499.3 
Binary Search: Size 168000 | Average Guesses =  16.4
Binary Search: Size 168500 | Average Guesses =  16.7
Linear Search: Size 168500 | Average Guesses = 59230.2 
Linear Search: Size 169000 | Average Guesses = 92152.3 
Linear Search: Size 151500 | Average Guesses = 76390.1 
Binary Search: Size 169000 | Average Guesses =  16.1
Linear Search: Size 169500 | Average Guesses = 82338.7 
Binary Search: Size 169500 | Average Guesses =  15.6
Linear Search: Size 170000 | Average Guesses = 68392 
Binary Search: Size 170000 | Average Guesses =  16.2
Linear Search: Size 170500 | Average Guesses = 96535.6 
Binary Search: Size 170500 | Average Guesses =  16.8
Binary Search: Size 171000 | Average Guesses =  16.7
Linear Search: Size 171000 | Average Guesses = 94442.9 
Linear Search: Size 171500 | Average Guesses = 107402.1 
Binary Search: Size 171500 | Average Guesses =  15.9
Linear Search: Size 172000 | Average Guesses = 99997.3 
Binary Search: Size 172000 | Average Guesses =  16.6
Linear Search: Size 172500 | Average Guesses = 83168.1 
Binary Search: Size 172500 | Average Guesses =  16.1
Linear Search: Size 173000 | Average Guesses = 106353.4 
Binary Search: Size 173000 | Average Guesses =  17
Linear Search: Size 173500 | Average Guesses = 72798.7 
Binary Search: Size 173500 | Average Guesses =  16.5
Linear Search: Size 174000 | Average Guesses = 103430.9 
Binary Search: Size 174000 | Average Guesses =  15.4
Binary Search: Size 174500 | Average Guesses =  16.9
Linear Search: Size 174500 | Average Guesses = 77917.1 
Binary Search: Size 175000 | Average Guesses =  17.3
Linear Search: Size 175000 | Average Guesses = 88797.4 
Linear Search: Size 175500 | Average Guesses = 109347.4 
Binary Search: Size 175500 | Average Guesses =  16.7
Linear Search: Size 176000 | Average Guesses = 92737 
Binary Search: Size 176000 | Average Guesses =  16.2
Binary Search: Size 176500 | Average Guesses =  16.3
Linear Search: Size 176500 | Average Guesses = 115084.4 
Binary Search: Size 177000 | Average Guesses =  16.8
Linear Search: Size 177000 | Average Guesses = 93454.6 
Binary Search: Size 177500 | Average Guesses =  15.1
Linear Search: Size 177500 | Average Guesses = 105440.9 
Linear Search: Size 178000 | Average Guesses = 81790.5 
Binary Search: Size 178000 | Average Guesses =  16.4
Linear Search: Size 178500 | Average Guesses = 83682.8 
Binary Search: Size 178500 | Average Guesses =  17.1
Linear Search: Size 179000 | Average Guesses = 102483.1 
Binary Search: Size 179000 | Average Guesses =  16.6
Linear Search: Size 179500 | Average Guesses = 71049.3 
Binary Search: Size 179500 | Average Guesses =  17
Binary Search: Size 180000 | Average Guesses =  17
Linear Search: Size 154000 | Average Guesses = 61772.5 
Linear Search: Size 180000 | Average Guesses = 101767.9 
Linear Search: Size 180500 | Average Guesses = 105781 
Binary Search: Size 180500 | Average Guesses =  15.5
Binary Search: Size 181000 | Average Guesses =  16
Linear Search: Size 181000 | Average Guesses = 101051.1 
Linear Search: Size 181500 | Average Guesses = 97213.3 
Binary Search: Size 181500 | Average Guesses =  16.3
Linear Search: Size 182000 | Average Guesses = 97416.4 
Linear Search: Size 182500 | Average Guesses = 67940.2 
Binary Search: Size 183000 | Average Guesses =  17.1
Linear Search: Size 183000 | Average Guesses = 95273.5 
Linear Search: Size 183500 | Average Guesses = 88763.7 
Binary Search: Size 183500 | Average Guesses =  15.9
Linear Search: Size 184000 | Average Guesses = 131333.4 
Binary Search: Size 184000 | Average Guesses =  16.6
Linear Search: Size 184500 | Average Guesses = 97155.1 
Binary Search: Size 184500 | Average Guesses =  16.7
Linear Search: Size 185000 | Average Guesses = 83464.4 
Binary Search: Size 185000 | Average Guesses =  16.6
Linear Search: Size 185500 | Average Guesses = 90170.8 
Binary Search: Size 185500 | Average Guesses =  16.7
Binary Search: Size 186000 | Average Guesses =  16.6
Linear Search: Size 186000 | Average Guesses = 68839.8 
Linear Search: Size 186500 | Average Guesses = 121721.1 
Binary Search: Size 186500 | Average Guesses =  15.4
Linear Search: Size 187000 | Average Guesses = 88366.1 
Binary Search: Size 187000 | Average Guesses =  16.2
Linear Search: Size 187500 | Average Guesses = 88892.9 
Binary Search: Size 187500 | Average Guesses =  17.3
Binary Search: Size 182000 | Average Guesses =  16.7
Linear Search: Size 160000 | Average Guesses = 88066.5 
Linear Search: Size 188500 | Average Guesses = 94356.9 
Binary Search: Size 188500 | Average Guesses =  16.8
Binary Search: Size 189000 | Average Guesses =  16.6
Linear Search: Size 189000 | Average Guesses = 109779.8 
Binary Search: Size 182500 | Average Guesses =  15.6
Binary Search: Size 189500 | Average Guesses =  16.6
Binary Search: Size 188000 | Average Guesses =  15.3
Linear Search: Size 190000 | Average Guesses = 79383.6 
Binary Search: Size 190500 | Average Guesses =  16.7
Linear Search: Size 190500 | Average Guesses = 106185.3 
Linear Search: Size 191000 | Average Guesses = 109546.3 
Binary Search: Size 191000 | Average Guesses =  17
Binary Search: Size 191500 | Average Guesses =  16.6
Linear Search: Size 191500 | Average Guesses = 101493.8 
Linear Search: Size 192000 | Average Guesses = 101257 
Binary Search: Size 192000 | Average Guesses =  16.2
Linear Search: Size 192500 | Average Guesses = 104143.3 
Binary Search: Size 192500 | Average Guesses =  16.9
Linear Search: Size 193000 | Average Guesses = 99082.9 
Binary Search: Size 193000 | Average Guesses =  15
Linear Search: Size 193500 | Average Guesses = 90834.9 
Binary Search: Size 193500 | Average Guesses =  16.7
Binary Search: Size 194000 | Average Guesses =  17
Linear Search: Size 194000 | Average Guesses = 108796.4 
Linear Search: Size 194500 | Average Guesses = 66537.1 
Linear Search: Size 188000 | Average Guesses = 82092.5 
Binary Search: Size 194500 | Average Guesses =  17.3
Linear Search: Size 195000 | Average Guesses = 78131.9 
Binary Search: Size 195000 | Average Guesses =  16.7
Linear Search: Size 189500 | Average Guesses = 85476.5 
Linear Search: Size 195500 | Average Guesses = 115402.9 
Binary Search: Size 195500 | Average Guesses =  16.7
Linear Search: Size 196000 | Average Guesses = 85577 
Binary Search: Size 196000 | Average Guesses =  16.7
Linear Search: Size 196500 | Average Guesses = 101970.5 
Binary Search: Size 196500 | Average Guesses =  17
Linear Search: Size 197000 | Average Guesses = 88534.9 
Binary Search: Size 197000 | Average Guesses =  17.5
Linear Search: Size 197500 | Average Guesses = 107342.2 
Binary Search: Size 197500 | Average Guesses =  17
Linear Search: Size 198000 | Average Guesses = 95501.1 
Binary Search: Size 190000 | Average Guesses =  17.4
Binary Search: Size 198000 | Average Guesses =  16.4
Linear Search: Size 198500 | Average Guesses = 80062.5 
Binary Search: Size 198500 | Average Guesses =  16.5
Linear Search: Size 199000 | Average Guesses = 116805.5 
Binary Search: Size 199000 | Average Guesses =  17.1
Linear Search: Size 199500 | Average Guesses = 117495.6 
Binary Search: Size 199500 | Average Guesses =  16
Linear Search: Size 200000 | Average Guesses = 87055.6 
Binary Search: Size 200000 | Average Guesses =  17
Linear Search: Size 200500 | Average Guesses = 104918.1 
Binary Search: Size 200500 | Average Guesses =  17
Linear Search: Size 201000 | Average Guesses = 74049.9 
Binary Search: Size 201000 | Average Guesses =  16.4
Linear Search: Size 201500 | Average Guesses = 94329.4 
Binary Search: Size 201500 | Average Guesses =  17.3
Linear Search: Size 202000 | Average Guesses = 68048.9 
Binary Search: Size 202000 | Average Guesses =  16.8
Linear Search: Size 202500 | Average Guesses = 52823.4 
Binary Search: Size 202500 | Average Guesses =  17
Linear Search: Size 203000 | Average Guesses = 76295.6 
Binary Search: Size 203000 | Average Guesses =  17
Binary Search: Size 203500 | Average Guesses =  16.7
Linear Search: Size 204000 | Average Guesses = 102076.9 
Binary Search: Size 204500 | Average Guesses =  17.2
Linear Search: Size 204500 | Average Guesses = 119706.5 
Linear Search: Size 205000 | Average Guesses = 123561.5 
Binary Search: Size 205000 | Average Guesses =  17.4
Linear Search: Size 205500 | Average Guesses = 85585 
Binary Search: Size 205500 | Average Guesses =  16.2
Linear Search: Size 206000 | Average Guesses = 104675.4 
Binary Search: Size 206000 | Average Guesses =  17.5
Linear Search: Size 206500 | Average Guesses = 102897 
Binary Search: Size 206500 | Average Guesses =  15.8
Linear Search: Size 207000 | Average Guesses = 107085.9 
Binary Search: Size 207000 | Average Guesses =  16.6
Linear Search: Size 207500 | Average Guesses = 141754.8 
Binary Search: Size 207500 | Average Guesses =  16.9
Linear Search: Size 208000 | Average Guesses = 115064 
Binary Search: Size 208000 | Average Guesses =  16.9
Linear Search: Size 208500 | Average Guesses = 126039.8 
Binary Search: Size 208500 | Average Guesses =  17.1
Linear Search: Size 209000 | Average Guesses = 97702.7 
Binary Search: Size 209000 | Average Guesses =  16.9
Binary Search: Size 209500 | Average Guesses =  16.5
Linear Search: Size 209500 | Average Guesses = 90061.2 
Linear Search: Size 210000 | Average Guesses = 81388 
Binary Search: Size 210000 | Average Guesses =  16.8
Linear Search: Size 210500 | Average Guesses = 136018.1 
Binary Search: Size 210500 | Average Guesses =  15.7
Linear Search: Size 211000 | Average Guesses = 99306.4 
Binary Search: Size 211000 | Average Guesses =  16.7
Binary Search: Size 211500 | Average Guesses =  16.9
Binary Search: Size 204000 | Average Guesses =  16.9
Linear Search: Size 212000 | Average Guesses = 94868.9 
Linear Search: Size 212500 | Average Guesses = 104324.2 
Binary Search: Size 212500 | Average Guesses =  17.2
Linear Search: Size 213000 | Average Guesses = 99395 
Binary Search: Size 213000 | Average Guesses =  16.4
Linear Search: Size 213500 | Average Guesses = 77931.2 
Linear Search: Size 203500 | Average Guesses = 105191.7 
Linear Search: Size 214000 | Average Guesses = 96905.7 
Linear Search: Size 211500 | Average Guesses = 110067.5 
Binary Search: Size 214500 | Average Guesses =  17.2
Linear Search: Size 214500 | Average Guesses = 70518.6 
Linear Search: Size 215000 | Average Guesses = 101628.5 
Binary Search: Size 215000 | Average Guesses =  15.9
Linear Search: Size 215500 | Average Guesses = 123457.2 
Binary Search: Size 215500 | Average Guesses =  17.1
Linear Search: Size 216000 | Average Guesses = 135296.8 
Binary Search: Size 216000 | Average Guesses =  16.9
Binary Search: Size 216500 | Average Guesses =  16.2
Linear Search: Size 216500 | Average Guesses = 128717.8 
Linear Search: Size 217000 | Average Guesses = 104497.5 
Binary Search: Size 217000 | Average Guesses =  16.8
Linear Search: Size 217500 | Average Guesses = 96757.2 
Binary Search: Size 217500 | Average Guesses =  17.3
Linear Search: Size 218000 | Average Guesses = 119035.6 
Binary Search: Size 218000 | Average Guesses =  16.8
Binary Search: Size 214000 | Average Guesses =  16.9
Binary Search: Size 218500 | Average Guesses =  16.5
Linear Search: Size 218500 | Average Guesses = 121268.9 
Linear Search: Size 219000 | Average Guesses = 91482.1 
Linear Search: Size 219500 | Average Guesses = 131696.3 
Binary Search: Size 219500 | Average Guesses =  17.3
Linear Search: Size 220000 | Average Guesses = 128849.6 
Binary Search: Size 212000 | Average Guesses =  16.6
Linear Search: Size 220500 | Average Guesses = 72562.3 
Binary Search: Size 220000 | Average Guesses =  16.3
Binary Search: Size 220500 | Average Guesses =  16.4
Binary Search: Size 221000 | Average Guesses =  16.5
Linear Search: Size 221000 | Average Guesses = 144448.2 
Binary Search: Size 221500 | Average Guesses =  17.3
Linear Search: Size 221500 | Average Guesses = 120449.3 
Linear Search: Size 222000 | Average Guesses = 76307 
Binary Search: Size 222000 | Average Guesses =  16.7
Linear Search: Size 222500 | Average Guesses = 135541 
Binary Search: Size 222500 | Average Guesses =  16.5
Linear Search: Size 223000 | Average Guesses = 138959.7 
Linear Search: Size 223500 | Average Guesses = 109291 
Binary Search: Size 223500 | Average Guesses =  16.8
Binary Search: Size 224000 | Average Guesses =  16.3
Linear Search: Size 224000 | Average Guesses = 101587.9 
Linear Search: Size 224500 | Average Guesses = 70760.2 
Binary Search: Size 224500 | Average Guesses =  16.6
Linear Search: Size 225000 | Average Guesses = 76493.4 
Binary Search: Size 225000 | Average Guesses =  16.1
Linear Search: Size 225500 | Average Guesses = 111715.5 
Binary Search: Size 219000 | Average Guesses =  15.5
Binary Search: Size 225500 | Average Guesses =  17.1
Binary Search: Size 226000 | Average Guesses =  16.7
Linear Search: Size 226500 | Average Guesses = 80820.5 
Binary Search: Size 226500 | Average Guesses =  16.4
Binary Search: Size 227000 | Average Guesses =  16.9
Linear Search: Size 227000 | Average Guesses = 67279.9 
Binary Search: Size 213500 | Average Guesses =  17.2
Linear Search: Size 227500 | Average Guesses = 119430.6 
Linear Search: Size 228000 | Average Guesses = 89518.3 
Binary Search: Size 228000 | Average Guesses =  16.8
Linear Search: Size 228500 | Average Guesses = 131472.1 
Binary Search: Size 228500 | Average Guesses =  16.8
Binary Search: Size 229000 | Average Guesses =  17.4
Linear Search: Size 229000 | Average Guesses = 96345 
Binary Search: Size 229500 | Average Guesses =  16.8
Linear Search: Size 229500 | Average Guesses = 125711.7 
Binary Search: Size 230000 | Average Guesses =  16.9
Linear Search: Size 230000 | Average Guesses = 51829.6 
Linear Search: Size 226000 | Average Guesses = 122504.9 
Binary Search: Size 223000 | Average Guesses =  16.7
Linear Search: Size 230500 | Average Guesses = 143463.4 
Linear Search: Size 231000 | Average Guesses = 104587.3 
Linear Search: Size 231500 | Average Guesses = 108284.9 
Binary Search: Size 227500 | Average Guesses =  16.8
Binary Search: Size 231000 | Average Guesses =  16.3
Binary Search: Size 232000 | Average Guesses =  17.4
Binary Search: Size 230500 | Average Guesses =  16
Binary Search: Size 232500 | Average Guesses =  17.1
Binary Search: Size 233000 | Average Guesses =  16.8
Linear Search: Size 233000 | Average Guesses = 116701.2 
Linear Search: Size 233500 | Average Guesses = 112914.2 
Binary Search: Size 233500 | Average Guesses =  17.7
Linear Search: Size 234000 | Average Guesses = 99771.9 
Linear Search: Size 232000 | Average Guesses = 109689.4 
Linear Search: Size 234500 | Average Guesses = 111994.1 
Binary Search: Size 234500 | Average Guesses =  17.6
Binary Search: Size 235000 | Average Guesses =  16.9
Linear Search: Size 232500 | Average Guesses = 68755 
Binary Search: Size 234000 | Average Guesses =  17.3
Binary Search: Size 231500 | Average Guesses =  17.3
Linear Search: Size 235000 | Average Guesses = 141020.9 
Binary Search: Size 236000 | Average Guesses =  16.6
Binary Search: Size 235500 | Average Guesses =  17
Linear Search: Size 236000 | Average Guesses = 101702.6 
Binary Search: Size 237000 | Average Guesses =  16.9
Linear Search: Size 237000 | Average Guesses = 106260.2 
Linear Search: Size 237500 | Average Guesses = 124702.9 
Linear Search: Size 235500 | Average Guesses = 73627.1 
Binary Search: Size 238000 | Average Guesses =  17.2
Linear Search: Size 236500 | Average Guesses = 160305.1 
Linear Search: Size 238500 | Average Guesses = 116575.1 
Binary Search: Size 238500 | Average Guesses =  16.5
Binary Search: Size 239000 | Average Guesses =  16.9
Linear Search: Size 239000 | Average Guesses = 153220.7 
Binary Search: Size 239500 | Average Guesses =  17.2
Linear Search: Size 239500 | Average Guesses = 141978.5 
Binary Search: Size 240000 | Average Guesses =  16.9
Binary Search: Size 236500 | Average Guesses =  16.5
Linear Search: Size 240500 | Average Guesses = 124000.4 
Binary Search: Size 240500 | Average Guesses =  17.3
Binary Search: Size 237500 | Average Guesses =  16.7
Binary Search: Size 241000 | Average Guesses =  17.5
Linear Search: Size 241500 | Average Guesses = 87926 
Binary Search: Size 241500 | Average Guesses =  17.1
Binary Search: Size 242000 | Average Guesses =  17.7
Linear Search: Size 241000 | Average Guesses = 121846.2 
Linear Search: Size 242500 | Average Guesses = 115200.4 
Binary Search: Size 242500 | Average Guesses =  16.8
Binary Search: Size 243000 | Average Guesses =  17
Linear Search: Size 243000 | Average Guesses = 114064.1 
Linear Search: Size 242000 | Average Guesses = 115057.9 
Binary Search: Size 243500 | Average Guesses =  17.1
Linear Search: Size 240000 | Average Guesses = 145519.7 
Binary Search: Size 244000 | Average Guesses =  17.7
Linear Search: Size 244500 | Average Guesses = 128236.2 
Binary Search: Size 244500 | Average Guesses =  17
Binary Search: Size 245000 | Average Guesses =  16.7
Linear Search: Size 245000 | Average Guesses = 109705.7 
Linear Search: Size 244000 | Average Guesses = 118155.9 
Linear Search: Size 245500 | Average Guesses = 164042.3 
Linear Search: Size 246000 | Average Guesses = 88003.2 
Binary Search: Size 246000 | Average Guesses =  17.1
Linear Search: Size 246500 | Average Guesses = 132936.2 
Binary Search: Size 246500 | Average Guesses =  16.6
Binary Search: Size 247000 | Average Guesses =  16.9
Linear Search: Size 247000 | Average Guesses = 145042.7 
Linear Search: Size 243500 | Average Guesses = 129472.7 
Binary Search: Size 247500 | Average Guesses =  17.4
Linear Search: Size 248000 | Average Guesses = 126355.8 
Binary Search: Size 248000 | Average Guesses =  16.3
Linear Search: Size 248500 | Average Guesses = 139933.9 
Linear Search: Size 238000 | Average Guesses = 136065.1 
Binary Search: Size 249000 | Average Guesses =  16.8
Binary Search: Size 245500 | Average Guesses =  16.7
Linear Search: Size 249500 | Average Guesses = 88991.2 
Linear Search: Size 247500 | Average Guesses = 42081.8 
Binary Search: Size 250000 | Average Guesses =  17.7
Linear Search: Size 250000 | Average Guesses = 108546.7 
Binary Search: Size 250500 | Average Guesses =  16.8
Linear Search: Size 250500 | Average Guesses = 86589.8 
Linear Search: Size 251000 | Average Guesses = 133789.1 
Binary Search: Size 249500 | Average Guesses =  17.3
Binary Search: Size 251500 | Average Guesses =  17.1
Linear Search: Size 251500 | Average Guesses = 93520.2 
Linear Search: Size 252000 | Average Guesses = 140836.4 
Binary Search: Size 252000 | Average Guesses =  16.9
Linear Search: Size 249000 | Average Guesses = 103482.8 
Binary Search: Size 248500 | Average Guesses =  17.2
Binary Search: Size 251000 | Average Guesses =  16.2
Linear Search: Size 252500 | Average Guesses = 127849.1 
Linear Search: Size 253000 | Average Guesses = 133798.6 
Binary Search: Size 253000 | Average Guesses =  17
Linear Search: Size 254000 | Average Guesses = 120999.5 
Binary Search: Size 254000 | Average Guesses =  17.3
Linear Search: Size 253500 | Average Guesses = 149785.3 
Linear Search: Size 254500 | Average Guesses = 108201.2 
Linear Search: Size 255000 | Average Guesses = 107563 
Binary Search: Size 255000 | Average Guesses =  17.4
Binary Search: Size 255500 | Average Guesses =  17.5
Binary Search: Size 253500 | Average Guesses =  16.7
Linear Search: Size 256000 | Average Guesses = 154163.3 
Binary Search: Size 256000 | Average Guesses =  16.5
Linear Search: Size 255500 | Average Guesses = 143790.2 
Binary Search: Size 252500 | Average Guesses =  17.5
Binary Search: Size 254500 | Average Guesses =  16.8
Binary Search: Size 257000 | Average Guesses =  17.2
Binary Search: Size 257500 | Average Guesses =  15.9
Linear Search: Size 257000 | Average Guesses = 90674.1 
Linear Search: Size 258000 | Average Guesses = 102437 
Binary Search: Size 258000 | Average Guesses =  17.4
Linear Search: Size 257500 | Average Guesses = 135958.4 
Linear Search: Size 256500 | Average Guesses = 143350.8 
Linear Search: Size 259000 | Average Guesses = 116916.8 
Binary Search: Size 258500 | Average Guesses =  17.6
Binary Search: Size 259500 | Average Guesses =  17.8
Linear Search: Size 258500 | Average Guesses = 101120.5 
Linear Search: Size 260000 | Average Guesses = 125106.6 
Binary Search: Size 260000 | Average Guesses =  16.9
Linear Search: Size 260500 | Average Guesses = 176506 
Binary Search: Size 260500 | Average Guesses =  16.2
Linear Search: Size 259500 | Average Guesses = 117449.8 
Linear Search: Size 261000 | Average Guesses = 175627.5 
Linear Search: Size 261500 | Average Guesses = 147142.4 
Binary Search: Size 261500 | Average Guesses =  16.7
Linear Search: Size 262000 | Average Guesses = 105696.2 
Binary Search: Size 262000 | Average Guesses =  16.8
Linear Search: Size 262500 | Average Guesses = 132356.2 
Binary Search: Size 262500 | Average Guesses =  17
Binary Search: Size 259000 | Average Guesses =  17.1
Binary Search: Size 256500 | Average Guesses =  16.9
Linear Search: Size 263500 | Average Guesses = 139788 
Binary Search: Size 263500 | Average Guesses =  16.3
Linear Search: Size 264000 | Average Guesses = 83278.3 
Linear Search: Size 263000 | Average Guesses = 143845.3 
Binary Search: Size 264000 | Average Guesses =  17.4
Binary Search: Size 264500 | Average Guesses =  17.3
Binary Search: Size 261000 | Average Guesses =  17.5
Linear Search: Size 265000 | Average Guesses = 146712.6 
Linear Search: Size 264500 | Average Guesses = 173282.1 
Linear Search: Size 265500 | Average Guesses = 106418.6 
Linear Search: Size 266000 | Average Guesses = 161700.6 
Binary Search: Size 266000 | Average Guesses =  16.4
Linear Search: Size 266500 | Average Guesses = 113275.1 
Binary Search: Size 266500 | Average Guesses =  17.4
Linear Search: Size 267000 | Average Guesses = 134227.8 
Binary Search: Size 267000 | Average Guesses =  16.8
Binary Search: Size 267500 | Average Guesses =  16.6
Linear Search: Size 267500 | Average Guesses = 102593.9 
Linear Search: Size 268000 | Average Guesses = 99253.3 
Binary Search: Size 268000 | Average Guesses =  17.1
Linear Search: Size 268500 | Average Guesses = 136846 
Binary Search: Size 268500 | Average Guesses =  16.6
Linear Search: Size 269000 | Average Guesses = 174391.2 
Binary Search: Size 269000 | Average Guesses =  16.1
Binary Search: Size 269500 | Average Guesses =  16.5
Binary Search: Size 265000 | Average Guesses =  17.3
Linear Search: Size 269500 | Average Guesses = 137095.4 
Binary Search: Size 270000 | Average Guesses =  16.9
Linear Search: Size 270000 | Average Guesses = 127902.1 
Binary Search: Size 270500 | Average Guesses =  17.4
Linear Search: Size 271000 | Average Guesses = 118665.6 
Binary Search: Size 271000 | Average Guesses =  17.4
